"ABV","IBU","Name","Style","Brewery","City","State","Category"
"255",5,35,"Montana Trout Slayer Ale","American Pale Wheat Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"256",5.1,26,"Moose Drool Brown Ale","American Brown Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"257",7.2,60,"Powder Hound Winter Ale","English Strong Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"258",5.1,26,"Moose Drool Brown Ale (2011)","American Brown Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"259",5,35,"Montana Trout Slayer Ale (2012)","American Pale Wheat Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"260",6.2,65,"Big Sky IPA (2012)","American IPA","Big Sky Brewing Company","Missoula"," MT","Ale"
"261",4.7,25,"Summer Honey","American Blonde Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"262",5,40,"Scape Goat Pale Ale (2010)","English Pale Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"263",5,35,"Montana Trout Slayer Ale (2009)","American Pale Wheat Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"264",5.1,26,"Moose Drool Brown Ale (2009)","American Brown Ale","Big Sky Brewing Company","Missoula"," MT","Ale"
"265",6.9,81,"Arcus IPA","American IPA","Big Storm Brewing Company","Odessa"," FL","Ale"
"266",5.8,38,"Wavemaker","American Amber / Red Ale","Big Storm Brewing Company","Odessa"," FL","Ale"
"267",5.3,43,"Jack Pine Savage","American Pale Ale (APA)","Big Wood Brewery","Vadnais Heights"," MN","Ale"
"268",9.9,85,"Forest Fire Imperial Smoked Rye","Rye Beer","Big Wood Brewery","Vadnais Heights"," MN","Ale"
"269",9.8,76,"Bad Axe Imperial IPA","American Double / Imperial IPA","Big Wood Brewery","Vadnais Heights"," MN","Ale"
"270",5.5,35,"Morning Wood","Oatmeal Stout","Big Wood Brewery","Vadnais Heights"," MN","Ale"
"271",6.6,50,"Bark Bite IPA","American IPA","Big Wood Brewery","Vadnais Heights"," MN","Ale"
"272",5.5,45,"Jalapeno Pale Ale","American Pale Ale (APA)","Birdsong Brewing Company","Charlotte"," NC","Ale"
"273",5.2,16,"Blown Out Brown","American Brown Ale","Bitter Root Brewing","Hamilton"," MT","Ale"
"274",6.3,42,"Single Hop Ale","American Pale Ale (APA)","Bitter Root Brewing","Hamilton"," MT","Ale"
"275",5.4,14,"Sawtooth Ale","American Blonde Ale","Bitter Root Brewing","Hamilton"," MT","Ale"
"276",7.2,75,"Saucy Intruder","Rye Beer","Black Acre Brewing Co.","Indianapolis"," IN","Ale"
"277",4.5,16,"Deception","American Blonde Ale","Black Market Brewing Company","Temecula"," CA","Ale"
"278",7.5,35,"Blackmarket Rye IPA","American IPA","Black Market Brewing Company","Temecula"," CA","Ale"
"279",5,8,"Black Market Hefeweizen","Hefeweizen","Black Market Brewing Company","Temecula"," CA","Traditional Germanic"
"280",5.8,44,"Aftermath Pale Ale","American Pale Ale (APA)","Black Market Brewing Company","Temecula"," CA","Ale"
"281",7.1,83,"American India Red Ale","American Strong Ale","Black Shirt Brewing Company","Denver"," CO","Ale"
"282",7.1,45,"American Red Porter","American Porter","Black Shirt Brewing Company","Denver"," CO","Ale"
"283",7.8,34,"American Red Saison","Saison / Farmhouse Ale","Black Shirt Brewing Company","Denver"," CO","Other"
"284",6.6,44,"Colorado Red Ale","American Amber / Red Ale","Black Shirt Brewing Company","Denver"," CO","Ale"
"285",4.8,16,"Saddle Bronc Brown Ale","American Brown Ale","Black Tooth Brewing Company","Sheridan"," WY","Ale"
"286",4.6,20,"Bomber Mountain Amber Ale","American Amber / Red Ale","Black Tooth Brewing Company","Sheridan"," WY","Ale"
"287",7.3,40,"Flying Sailor","Rye Beer","Blackrocks Brewery","Marquette"," MA","Ale"
"288",4.8,47,"Nordskye ","American IPA","Blackrocks Brewery","Marquette"," MI","Ale"
"289",6,30,"North Third Stout","Foreign / Export Stout","Blackrocks Brewery","Marquette"," MI","Ale"
"290",5.2,9,"Honey Lav","American Pale Wheat Ale","Blackrocks Brewery","Marquette"," MI","Ale"
"291",6.8,23,"Coconut Brown Ale","American Brown Ale","Blackrocks Brewery","Marquette"," MI","Ale"
"292",7,51,"51K IPA","American IPA","Blackrocks Brewery","Marquette"," MI","Ale"
"293",5.5,7,"Grand Rabbits","Cream Ale","Blackrocks Brewery","Marquette"," MI","Ale"
"294",5,14,"1800 Big Log Wheat (2012)","American Pale Wheat Ale","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"295",NA,NA,"Double Play Pilsner","American Pilsner","Blue Blood Brewing Company","Lincoln"," NE","Lager"
"296",5.5,20,"Brewerhood Brown Ale","American Brown Ale","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"297",8,46,"Last Call Imperial Amber Ale","American Amber / Red Ale","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"298",9.6,90,"Pernicious Double IPA","American Double / Imperial IPA","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"299",5.2,25,"6-4-3 Double Play Pilsner","German Pilsener","Blue Blood Brewing Company","Lincoln"," NE","Lager"
"300",NA,NA,"N Street Drive-In 50th Anniversary IPA","American Double / Imperial IPA","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"301",5,23,"467 Ethan's Stout","American Stout","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"302",6.4,23,"1335 Wicked Snout","Saison / Farmhouse Ale","Blue Blood Brewing Company","Lincoln"," NE","Other"
"303",4.5,31,"543 Skull Creek Fresh Hopped Pale Ale","American Pale Ale (APA)","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"304",5.6,37,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"305",5.6,37,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"306",5.6,37,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"307",4.6,35,"834 Happy As Ale","American Pale Ale (APA)","Blue Blood Brewing Company","Lincoln"," NE","Ale"
"308",5.9,12,"Yellow Collar","Mead","Blue Dog Mead","Eugene"," OR","Ale"
"309",5.9,12,"Green Collar","Mead","Blue Dog Mead","Eugene"," OR","Ale"
"310",8,80,"Quarter Mile Double IPA","American Double / Imperial IPA","Blue Hills Brewery","Canton"," MA","Ale"
"311",5.9,60,"Full Nelson Pale Ale","American Pale Ale (APA)","Blue Mountain Brewery","Afton"," VA","Ale"
"312",6.5,30,"Steel Wheels ESB","Extra Special / Strong Bitter (ESB)","Blue Mountain Brewery","Afton"," VA","Ale"
"313",5.3,22,"Blue Mountain Classic Lager","Euro Pale Lager","Blue Mountain Brewery","Afton"," VA","Lager"
"314",5.9,60,"Full Nelson Pale Ale (2010)","American Pale Ale (APA)","Blue Mountain Brewery","Afton"," VA","Ale"
"315",4.9,16,"Kölsch 151","Kölsch","Blue Mountain Brewery","Arrington"," VA","Traditional Germanic"
"316",NA,NA,"Professor Black","American Stout","Blue Owl Brewing","Austin"," TX","Ale"
"317",NA,NA,"Little Boss","American Pale Wheat Ale","Blue Owl Brewing","Austin"," TX","Ale"
"318",NA,NA,"Van Dayum!","American Amber / Red Ale","Blue Owl Brewing","Austin"," TX","Ale"
"319",NA,NA,"Spirit Animal","American Pale Ale (APA)","Blue Owl Brewing","Austin"," TX","Ale"
"320",7,59,"Toxic Sludge","American Black Ale","Blue Point Brewing Company","Patchogue"," NY","Ale"
"321",6,40,"Blue Point White IPA","American White IPA","Blue Point Brewing Company","Patchogue"," NY","Ale"
"322",4.4,16,"Blue Point Summer Ale","American Blonde Ale","Blue Point Brewing Company","Patchogue"," NY","Ale"
"323",5.5,28,"Toasted Lager","Vienna Lager","Blue Point Brewing Company","Patchogue"," NY","Lager"
"324",6,19,"Bohemian Export Lager","Dortmunder / Export Lager","Bohemian Brewery","Midvale"," UT","Lager"
"325",5.3,25,"Altus Bohemes Altbier","Altbier","Bohemian Brewery","Midvale"," UT","Traditional Germanic"
"326",4,12,"Cherny Bock","Schwarzbier","Bohemian Brewery","Midvale"," UT","Traditional Germanic"
"327",5,23,"Czech Pilsner","Czech Pilsener","Bohemian Brewery","Midvale"," UT","Lager"
"328",5,22,"Viennese Lager","Vienna Lager","Bohemian Brewery","Midvale"," UT","Lager"
"329",6.5,59,"Mad Manatee IPA","American IPA","Bold City Brewery","Jacksonville"," FL","Ale"
"330",5.5,12,"Killer Whale Cream Ale","Cream Ale","Bold City Brewery","Jacksonville"," FL","Ale"
"331",6,22,"Duke's Cold Nose Brown Ale","American Brown Ale","Bold City Brewery","Jacksonville"," FL","Ale"
"332",4.2,30,"Longhop IPA","American IPA","Bolero Snort Brewery","Ridgefield Park"," NJ","Ale"
"333",4,34,"Lucky Buck","Irish Dry Stout","Bolero Snort Brewery","Ridgefield Park"," NJ","Ale"
"334",5.1,31,"Bomb Lager (New Recipe)","Munich Helles Lager","Bomb Beer Company","New York"," NY","Lager"
"335",4.5,27,"Bomb Lager (Old Recipe)","Munich Helles Lager","Bomb Beer Company","New York"," NY","Lager"
"336",6.6,72,"Firestarter India Pale Ale","American IPA","Bonfire Brewing Company","Eagle"," CO","Ale"
"337",7.5,22,"Kilt Dropper Scotch Ale","Scotch Ale / Wee Heavy","Bonfire Brewing Company","Eagle"," CO","Ale"
"338",4.8,30,"Wood Splitter Pilsner","Czech Pilsener","Bonfire Brewing Company","Eagle"," CO","Lager"
"339",5.6,26,"Gyptoberfest","Märzen / Oktoberfest","Bonfire Brewing Company","Eagle"," CO","Traditional Germanic"
"340",7,94,"Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)","Bonfire Brewing Company","Eagle"," CO","Ale"
"341",4.7,21,"Slow & Steady Golden Ale","American Blonde Ale","Bonfire Brewing Company","Eagle"," CO","Ale"
"342",6.8,73,"Pink-I Raspberry IPA","American IPA","Bonfire Brewing Company","Eagle"," CO","Ale"
"343",4.7,21,"Moe's Original Bar B Que 'Bama Brew Golden Ale","American Blonde Ale","Bonfire Brewing Company","Eagle"," CO","Ale"
"344",4.7,21,"Live Local Golden Ale","American Blonde Ale","Bonfire Brewing Company","Eagle"," CO","Ale"
"345",4.8,38,"Screaming Eagle Special Ale ESB","Extra Special / Strong Bitter (ESB)","Bonfire Brewing Company","Eagle"," CO","Ale"
"346",4.9,19,"Dirtbag Dunkel","Munich Dunkel Lager","Bonfire Brewing Company","Eagle"," CO","Traditional Germanic"
"347",5.3,45,"Kindler Pale Ale","American Pale Ale (APA)","Bonfire Brewing Company","Eagle"," CO","Ale"
"348",6.4,22,"Mistress Winter Wheat","Winter Warmer","Bonfire Brewing Company","Eagle"," CO","Ale"
"349",6.1,34,"Tent Pole Vanilla Porter","American Porter","Bonfire Brewing Company","Eagle"," CO","Ale"
"350",5.8,51,"Awry Rye Pale Ale","American Pale Ale (APA)","Bonfire Brewing Company","Eagle"," CO","Ale"
"351",5.8,33,"Demshitz Brown Ale","American Brown Ale","Bonfire Brewing Company","Eagle"," CO","Ale"
"352",4.8,33,"Wood Splitter Pilsner (2012)","Czech Pilsener","Bonfire Brewing Company","Eagle"," CO","Lager"
"353",4.8,22,"Brush Creek Blonde","American Blonde Ale","Bonfire Brewing Company","Eagle"," CO","Ale"
"354",6.6,72,"Firestarter India Pale Ale","American IPA","Bonfire Brewing Company","Eagle"," CO","Ale"
"355",7.1,16,"Noche Dulce","American Porter","Borderlands Brewing Company","Tucson"," AZ","Ale"
"356",4.5,8,"Porch Rocker","Radler","Boston Beer Company","Boston"," MA","Traditional Germanic"
"357",6.5,45,"Rebel IPA","American IPA","Boston Beer Company","Boston"," MA","Ale"
"358",5.5,10,"Cold Snap","Witbier","Boston Beer Company","Boston"," MA","Traditional Germanic"
"359",5.6,17,"Samuel Adams Winter Lager","Bock","Boston Beer Company","Boston"," MA","Ale"
"360",4.9,30,"Boston Lager","Vienna Lager","Boston Beer Company","Boston"," MA","Lager"
"361",4.9,30,"Boston Lager","Vienna Lager","Boston Beer Company","Boston"," MA","Lager"
"362",5.3,15,"Samuel Adams Octoberfest","Märzen / Oktoberfest","Boston Beer Company","Boston"," MA","Traditional Germanic"
"363",5.3,7,"Samuel Adams Summer Ale","American Pale Wheat Ale","Boston Beer Company","Boston"," MA","Ale"
"364",4.9,30,"Boston Lager","Vienna Lager","Boston Beer Company","Boston"," MA","Lager"
"365",4.9,35,"Hazed & Infused","American Pale Ale (APA)","Boulder Beer Company","Boulder"," CO","Ale"
"366",5.7,35,"Hoopla Pale Ale","American Pale Ale (APA)","Boulder Beer Company","Boulder"," CO","Ale"
"367",4.9,35,"Hazed & Infused (2010)","American Pale Ale (APA)","Boulder Beer Company","Boulder"," CO","Ale"
"368",6.2,80,"Heavy Lifting","American IPA","Boulevard Brewing Company","Kansas City"," MO","Ale"
"369",6.5,44,"1492","American Pale Ale (APA)","Boxcar Brewing Company","West Chester"," PA","Ale"
"370",5.8,54,"Mango Ginger","American IPA","Boxcar Brewing Company","West Chester"," PA","Ale"
"371",4.7,15,"Passenger","English Dark Mild Ale","Boxcar Brewing Company","West Chester"," PA","Ale"
"372",6,52,"Plum St. Porter","American Porter","Bozeman Brewing Company","Bozeman"," MT","Ale"
"373",5.7,52,"Plum St. Porter","American Porter","Bozeman Brewing Company","Bozeman"," MT","Ale"
"374",7,80,"Bozone HopZone IPA","American IPA","Bozeman Brewing Company","Bozeman"," MT","Ale"
"375",6,25,"Bozone Hefe Weizen","Hefeweizen","Bozeman Brewing Company","Bozeman"," MT","Traditional Germanic"
"376",5.5,49,"Bozone Select Amber Ale","American Amber / Red Ale","Bozeman Brewing Company","Bozeman"," MT","Ale"
"377",5.2,40,"Evil Owl","American Amber / Red Ale","Branchline Brewing Company","San Antonio"," TX","Ale"
"378",5,17,"Post Time Kölsch","Kölsch","Breakside Brewery","Portland"," OR","Traditional Germanic"
"379",4.2,9,"Agave Wheat","American Pale Wheat Ale","Breckenridge Brewery","Denver"," CO","Ale"
"380",4.5,15,"SummerBright Ale","American Pale Wheat Ale","Breckenridge Brewery","Denver"," CO","Ale"
"381",6.2,68,"Lucky U IPA","American IPA","Breckenridge Brewery","Denver"," CO","Ale"
"382",5.4,19,"Avalanche Ale","American Amber / Red Ale","Breckenridge Brewery","Denver"," CO","Ale"
"383",5,8,"You're My Boy, Blue","Fruit / Vegetable Beer","Brew Bus Brewing","Tampa"," FL","Other"
"384",7.2,60,"Last Stop IPA","American IPA","Brew Bus Brewing","Tampa"," FL","Ale"
"385",5,21,"Rollin Dirty Red Ale","Irish Red Ale","Brew Bus Brewing","Tampa"," FL","Ale"
"386",5.5,28,"Are Wheat There Yet?","American Pale Wheat Ale","Brew Bus Brewing","Tampa"," FL","Ale"
"387",5.8,39,"Insert Hop Reference","American Pale Ale (APA)","Brew Link Brewing","Plainfield"," IN","Ale"
"388",5.3,25,"Manitou Amber","American Amber / Red Ale","Brewery Terra Firma","Traverse City"," MI","Ale"
"389",6.7,23,"Belfort","Saison / Farmhouse Ale","Brewery Vivant","Grand Rapids"," MI","Other"
"390",6,19,"Star Runner","Belgian Pale Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"391",9.8,57,"Tart Side of the Barrel","American Double / Imperial Stout","Brewery Vivant","Grand Rapids"," MI","Ale"
"392",6,55,"Linnaeus Mango IPA","American IPA","Brewery Vivant","Grand Rapids"," MI","Ale"
"393",7,20,"Beasts A'Burnin'","Rauchbier","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"394",7.7,17,"Verdun","Bière de Garde","Brewery Vivant","Grand Rapids"," MI","Ale"
"395",6.5,46,"Barrel Aged Triomphe","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"396",6.5,10,"Cherry Doppelbock","Doppelbock","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"397",6.5,22,"Tropical Saison","Saison / Farmhouse Ale","Brewery Vivant","Grand Rapids"," MI","Other"
"398",6.5,17,"Beach Patrol","Witbier","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"399",5,35,"Nuit Serpent","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"400",9,40,"Paris","Saison / Farmhouse Ale","Brewery Vivant","Grand Rapids"," MI","Other"
"401",5.5,39,"The Grand Army","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"402",5.9,18,"Acidulated Trip","Saison / Farmhouse Ale","Brewery Vivant","Grand Rapids"," MI","Other"
"403",6.6,39,"Root Stock","Rye Beer","Brewery Vivant","Grand Rapids"," MI","Ale"
"404",4.1,41,"Mind Games","Dunkelweizen","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"405",8.2,19,"Sous Chef","Belgian Strong Pale Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"406",6.5,16,"Dubbelicious","Dubbel","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"407",6.2,10,"Psychopomp","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"408",NA,NA,"Fat Paczki","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"409",NA,NA,"Earth-Like Planets","Belgian Pale Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"410",6.1,14,"Ski Patrol","Witbier","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"411",6.3,26,"Viking Ice Hole","Oatmeal Stout","Brewery Vivant","Grand Rapids"," MI","Ale"
"412",5.6,18,"Rye Porter","American Porter","Brewery Vivant","Grand Rapids"," MI","Ale"
"413",9.9,21,"Wizard Burial Ground","Quadrupel (Quad)","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"414",5.1,7,"Smoky Wheat","Rauchbier","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"415",6.2,44,"BRIPA","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"416",6.2,10,"Mela","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"417",5.3,37,"W.I.P.A Snappa","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"418",6.3,37,"Pepper in the Rye","Rye Beer","Brewery Vivant","Grand Rapids"," MI","Ale"
"419",6.4,32,"Moe Lasses'","American Stout","Brewery Vivant","Grand Rapids"," MI","Ale"
"420",7,20,"Pumpkin Tart","Fruit / Vegetable Beer","Brewery Vivant","Grand Rapids"," MI","Other"
"421",6.7,14,"Undertaker","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"422",6.7,14,"Undertaker (2014)","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"423",5,12,"Coq D'Or","Belgian Pale Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"424",6,5,"North French","Bière de Garde","Brewery Vivant","Grand Rapids"," MI","Ale"
"425",6.5,12,"Agent a Deux","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"426",4.5,2,"Belgian Wit","Witbier","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"427",6.3,31,"Pothole Stout","American Stout","Brewery Vivant","Grand Rapids"," MI","Ale"
"428",9.3,67,"Tree Bucket","Belgian IPA","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"429",7.3,32,"Le Flaneur Ale","American Wild Ale","Brewery Vivant","Grand Rapids"," MI","Ale"
"430",5.6,9,"Maize & Blueberry","Fruit / Vegetable Beer","Brewery Vivant","Grand Rapids"," MI","Other"
"431",9.3,86,"Trebuchet Double IPA","American Double / Imperial IPA","Brewery Vivant","Grand Rapids"," MI","Ale"
"432",6.5,8,"Contemplation","Bière de Garde","Brewery Vivant","Grand Rapids"," MI","Ale"
"433",5,41,"Black Rabbit","American Black Ale","Brewery Vivant","Grand Rapids"," MI","Ale"
"434",9,40,"Zaison","Saison / Farmhouse Ale","Brewery Vivant","Grand Rapids"," MI","Other"
"435",8.2,12,"Vivant Tripel","Tripel","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"436",9.8,36,"Tart Side of the Moon","Belgian Dark Ale","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
"437",6,30,"Big Red Coq","American Amber / Red Ale","Brewery Vivant","Grand Rapids"," MI","Ale"
"438",9.9,21,"Hubris Quadrupel Anniversary Ale","Quadrupel (Quad)","Brewery Vivant","Grand Rapids"," MI","Traditional Germanic"
